V1,ID,Title,Year,Age,IMDb,Rotten_Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,IMDb_catalog_2021,tconst,IMDb_current,IMDb_ratecount_current,imdb_title_type,Match_Confidence_Current,rating_change
184,185,Chef's Table,2015,all,8.5/10,75/100,1,0,0,0,1,8.5,tt4295140,8.5,17736,tvSeries,Exact (title + year),0
185,186,Biohackers,2020,18+,6.8/10,75/100,1,0,0,0,1,6.8,tt9849210,6.8,12659,tvSeries,Exact (title + year),0
186,187,The Seven Deadly Sins,2014,16+,8.0/10,75/100,1,0,0,0,1,8,tt3909224,7.6,47208,tvSeries,Exact (title + year),-0.4
187,188,The Keepers,2017,16+,8.1/10,75/100,1,0,0,0,1,8.1,,,,,Unmatched,
188,189,F is for Family,2015,18+,8.0/10,74/100,1,0,0,0,1,8,tt4326894,8,44684,tvSeries,Exact (title + year),0
189,190,The Midnight Gospel,2020,18+,8.2/10,74/100,1,0,0,0,1,8.2,tt11639414,8.2,30198,tvSeries,Exact (title + year),0
190,191,Ragnarok,2020,18+,7.5/10,74/100,1,0,1,0,1,7.5,tt9251798,7.3,54787,tvSeries,Exact (title + year),-0.2
191,192,Legacies,2018,16+,7.4/10,74/100,1,0,0,0,1,7.4,tt8103070,7.2,42583,tvSeries,Exact (title + year),-0.2
192,193,The Order,2019,18+,6.8/10,74/100,1,0,0,0,1,6.8,tt8295472,6.7,36670,tvSeries,Exact (title + year),-0.0999999999999996
193,194,Disenchantment,2018,16+,7.2/10,74/100,1,0,0,0,1,7.2,tt5363918,7.2,80792,tvSeries,Exact (title + year),0
194,195,Dead Set,2008,18+,7.6/10,74/100,1,0,0,0,1,7.6,tt1285482,7.5,22142,tvMiniSeries,Exact (title + year),-0.0999999999999996
195,196,Dirty Money,2018,16+,8.1/10,74/100,1,0,0,0,1,8.1,tt7889220,8.1,10820,tvSeries,Exact (title + year),0
196,197,The Staircase,2005,16+,7.9/10,74/100,1,0,0,0,1,7.9,tt0388644,7.8,29661,tvSeries,"Fuzzy (title exact, year +-1)",-0.100000000000001
197,198,Soul Eater,2008,16+,7.8/10,74/100,1,1,0,0,1,7.8,tt1214085,7.7,17183,tvSeries,Exact (title + year),-0.0999999999999996
198,199,Into the Night,2020,18+,7.1/10,74/100,1,0,0,0,1,7.1,,,,,Unmatched,
199,200,The Haunting of Bly Manor,2020,"",7.4/10,74/100,1,0,0,0,1,7.4,tt10970552,7.4,146149,tvMiniSeries,Exact (title + year),0
200,201,Julie and the Phantoms,2020,7+,8.5/10,74/100,1,0,0,0,1,8.5,tt10183988,8.4,14256,tvSeries,Exact (title + year),-0.0999999999999996
201,202,Leyla ile Mecnun,2011,7+,9.1/10,74/100,1,0,0,0,1,9.1,tt1831164,9,103856,tvSeries,Exact (title + original-language year),-0.0999999999999996
202,203,Living with Yourself,2019,18+,7.2/10,74/100,1,0,0,0,1,7.2,tt8880894,7.1,37728,tvMiniSeries,Exact (title + year),-0.100000000000001
203,204,Young Royals,2021,"",8.6/10,74/100,1,0,0,0,1,8.6,tt14664414,8.2,52398,tvSeries,Exact (title + year),-0.4
204,205,Hilda,2018,7+,8.6/10,74/100,1,0,0,0,1,8.6,tt6385540,8.6,16449,tvSeries,Exact (title + year),0
205,206,The Mechanism,2018,18+,8.4/10,74/100,1,0,0,0,1,8.4,tt6873658,8,37276,tvSeries,Exact (title + year),-0.4
206,207,ERASED,2016,16+,8.5/10,74/100,1,1,0,0,1,8.5,tt5249462,8.4,76000,tvMiniSeries,Exact (title + year),-0.0999999999999996
207,208,Formula 1: Drive to Survive,2019,16+,8.6/10,74/100,1,0,0,0,1,8.6,tt8289930,8.5,60568,tvSeries,Exact (title + year),-0.0999999999999996
208,209,Don't F**k with Cats: Hunting an Internet Killer,2019,18+,8.0/10,74/100,1,0,0,0,1,8,tt11318602,8,70121,tvMiniSeries,Exact (title + year),0
209,210,Kim's Convenience,2016,16+,8.2/10,73/100,1,0,0,0,1,8.2,tt5912064,8.2,29097,tvSeries,Exact (title + year),0
210,211,The Society,2019,18+,7.1/10,73/100,1,0,0,0,1,7.1,tt8778064,7.1,43043,tvSeries,Exact (title + year),0
211,212,Imposters,2017,16+,7.8/10,73/100,1,0,0,0,1,7.8,tt5212822,7.8,16493,tvSeries,Exact (title + year),0
212,213,Frequency,2016,7+,7.5/10,73/100,1,0,1,0,1,7.5,tt5531470,7.4,14990,tvSeries,Exact (title + year),-0.0999999999999996
213,214,Wentworth,2013,18+,8.6/10,73/100,1,0,0,0,1,8.6,tt2433738,8.6,27119,tvSeries,Exact (title + year),0
214,215,Marvel's Iron Fist,2017,18+,6.5/10,73/100,1,0,0,0,1,6.5,tt3322310,6.4,150309,tvSeries,"Fuzzy (prefix stripped, exact year)",-0.0999999999999996
215,216,Bleach,2004,18+,8.1/10,73/100,1,1,0,0,1,8.1,tt0434665,8.2,94397,tvSeries,Exact (title + year),0.0999999999999996
216,217,Quantico,2015,16+,6.7/10,73/100,1,0,0,0,1,6.7,tt4428122,6.7,66122,tvSeries,Exact (title + year),0
217,218,Shooter,2016,16+,7.5/10,73/100,1,0,0,0,1,7.5,tt4181172,7.5,45485,tvSeries,Exact (title + year),0
218,219,Pokémon,1997,7+,7.5/10,73/100,1,1,1,0,1,7.5,tt0168366,7.6,56797,tvSeries,Exact (title + year),0.0999999999999996
219,220,Hollywood,2020,18+,7.5/10,73/100,1,0,0,0,1,7.5,tt9827854,7.5,44143,tvMiniSeries,Exact (title + year),0
220,221,Madam Secretary,2014,16+,7.6/10,73/100,1,0,0,0,1,7.6,tt3501074,7.8,29655,tvSeries,Exact (title + year),0.2
221,222,Last Tango in Halifax,2012,16+,8.3/10,73/100,1,0,0,0,1,8.3,tt2216156,8.4,10133,tvSeries,Exact (title + year),0.0999999999999996
222,223,Safe,2018,18+,7.3/10,73/100,1,1,0,0,1,7.3,tt7902072,7.2,62703,tvMiniSeries,Exact (title + year),-0.0999999999999996
223,224,Resurrection: Ertugrul,2014,16+,8.0/10,73/100,1,0,0,0,1,8,tt4320258,7.9,42653,tvSeries,Exact (title + year),-0.0999999999999996
224,225,Versailles,2015,18+,7.9/10,73/100,1,0,0,0,1,7.9,tt3830558,7.9,20612,tvSeries,Exact (title + year),0
225,226,Sex/Life,2021,18+,5.4/10,73/100,1,0,0,0,1,5.4,tt10839422,5.6,34837,tvSeries,Exact (title + year),0.199999999999999
226,227,Fullmetal Alchemist,2003,16+,8.5/10,73/100,1,0,0,0,1,8.5,tt0421357,8.5,86725,tvSeries,Exact (title + year),0
227,228,Marianne,2019,18+,7.5/10,73/100,1,0,0,0,1,7.5,tt10875696,7.3,22641,tvSeries,Exact (title + year),-0.2
228,229,Five Came Back,2017,16+,8.3/10,73/100,1,0,0,0,1,8.3,tt6587094,8.2,5697,tvMiniSeries,Exact (title + year),-0.100000000000001
229,230,Miraculous: Tales of Ladybug & Cat Noir,2015,7+,7.7/10,73/100,1,0,0,0,1,7.7,tt2580046,7.5,20398,tvSeries,Exact (title + year),-0.2
230,231,Abstract: The Art of Design,2017,16+,8.4/10,73/100,1,0,0,0,1,8.4,tt6333098,8.3,6249,tvSeries,Exact (title + year),-0.0999999999999996
231,232,Teenage Bounty Hunters,2020,18+,7.7/10,72/100,1,0,0,0,1,7.7,tt10584608,7.6,15961,tvSeries,Exact (title + year),-0.100000000000001
232,233,Documentary Now!,2015,18+,8.1/10,72/100,1,0,0,0,1,8.1,tt4677934,8.1,8773,tvSeries,Exact (title + year),0
233,234,Special,2019,18+,7.6/10,72/100,1,0,0,0,1,7.6,tt9381622,7.6,10784,tvSeries,Exact (title + year),0
234,235,JoJo's Bizarre Adventure,2012,18+,8.4/10,72/100,1,1,0,0,1,8.4,tt2359704,8.6,59321,tvSeries,Exact (title + year),0.199999999999999
235,236,Manhunt,2017,16+,8.1/10,72/100,1,0,0,0,1,8.1,tt5618256,8.1,67267,tvSeries,Exact (title + year),0
236,237,Your Lie in April,2014,7+,8.6/10,72/100,1,1,0,0,1,8.6,tt3895150,8.6,52838,tvSeries,Exact (title + year),0
237,238,Code Geass: Lelouch of the Rebellion,2006,18+,8.7/10,72/100,1,0,0,0,1,8.7,tt0994314,8.7,107271,tvSeries,Exact (title + year),0
238,239,Middleditch & Schwartz,2020,18+,8.6/10,72/100,1,0,0,0,1,8.6,tt12027034,8.6,6331,tvSeries,Exact (title + year),0
239,240,Zoo,2015,16+,6.7/10,72/100,1,0,0,0,1,6.7,tt3250026,6.7,27361,tvSeries,Exact (title + year),0
240,241,Jupiters Legacy,2021,18+,6.7/10,72/100,1,0,0,0,1,6.7,,,,,Unmatched,
241,242,Ratched,2020,18+,7.3/10,72/100,1,0,0,0,1,7.3,tt7423538,7.2,80116,tvSeries,Exact (title + year),-0.0999999999999996
242,243,Babylon Berlin,2017,18+,8.4/10,72/100,1,0,0,0,1,8.4,tt4378376,8.4,33654,tvSeries,Exact (title + year),0
243,244,Better Than Us,2018,"",7.4/10,72/100,1,0,0,0,1,7.4,tt8285216,7.3,12668,tvSeries,Exact (title + year),-0.100000000000001
244,245,Everything Sucks!,2018,16+,7.5/10,72/100,1,0,0,0,1,7.5,tt7078710,7.4,25689,tvSeries,Exact (title + year),-0.0999999999999996
245,246,Evil Genius,2018,18+,7.5/10,72/100,1,0,0,0,1,7.5,tt7552556,7.6,751,tvSeries,"Fuzzy (title exact, year +-1)",0.0999999999999996
246,247,Doctor Foster,2015,16+,7.7/10,72/100,1,0,0,0,1,7.7,tt4602768,7.6,23977,tvSeries,Exact (title + original-language year),-0.100000000000001
247,248,Marcella,2016,18+,7.4/10,72/100,1,0,0,0,1,7.4,tt5269594,7.3,41257,tvSeries,Exact (title + year),-0.100000000000001
248,249,Survivor,2000,7+,7.2/10,72/100,1,1,1,0,1,7.2,tt0239195,7.6,30281,tvSeries,Exact (title + year),0.399999999999999
249,250,Derek,2013,7+,8.0/10,72/100,1,0,0,0,1,8,tt2616280,8.1,37928,tvSeries,"Fuzzy (title exact, year +-1)",0.0999999999999996
250,251,Flowers,2016,"",8.2/10,72/100,1,0,0,0,1,8.2,tt5619658,8,7461,tvSeries,Exact (title + year),-0.199999999999999
251,252,3%,2016,18+,7.4/10,72/100,1,0,0,0,1,7.4,tt4922804,7.2,30379,tvSeries,Exact (title + year),-0.2
252,253,Tuca & Bertie,2019,18+,7.4/10,72/100,1,0,0,0,1,7.4,tt8036272,7.4,9309,tvSeries,Exact (title + year),0
253,254,Kuroko's Basketball,2012,"",8.3/10,72/100,1,0,0,0,1,8.3,tt2348803,8.2,16386,tvSeries,Exact (title + year),-0.100000000000001
254,255,Parasyte -the maxim-,2014,18+,8.3/10,72/100,1,1,0,0,1,8.3,,,,,Unmatched,
255,256,Last Chance U,2016,16+,8.4/10,71/100,1,0,0,0,1,8.4,tt5863126,8.4,8030,tvSeries,Exact (title + year),0
256,257,Trailer Park Boys,2001,18+,8.5/10,71/100,1,0,0,0,1,8.5,tt0290988,8.5,58149,tvSeries,Exact (title + year),0
257,258,Black Lightning,2018,16+,6.1/10,71/100,1,0,0,0,1,6.1,tt6045840,6.1,29226,tvSeries,Exact (title + year),0
258,259,Chicago Med,2015,16+,7.6/10,71/100,1,1,0,0,1,7.6,tt4655480,7.6,34786,tvSeries,Exact (title + year),0
259,260,How to Sell Drugs Online (Fast),2019,18+,7.9/10,71/100,1,0,0,0,1,7.9,tt9184994,7.7,47662,tvSeries,Exact (title + year),-0.2
260,261,Secret City,2016,18+,7.4/10,71/100,1,0,0,0,1,7.4,tt4976512,7.4,11000,tvSeries,Exact (title + year),0
261,262,Dynasty,2017,16+,7.3/10,71/100,1,0,0,0,1,7.3,tt6128300,7.2,27269,tvSeries,Exact (title + year),-0.0999999999999996
262,263,Dracula,2020,18+,6.8/10,71/100,1,0,0,0,1,6.8,tt9139220,6.8,58114,tvMiniSeries,Exact (title + year),0
263,264,Delhi Crime,2019,"",8.5/10,71/100,1,0,0,0,1,8.5,tt9398466,8.4,31008,tvSeries,Exact (title + year),-0.0999999999999996
264,265,Space Force,2020,18+,6.7/10,71/100,1,0,0,0,1,6.7,tt9612516,6.7,76286,tvSeries,Exact (title + year),0
265,266,Pretend It's a City,2021,16+,8.1/10,71/100,1,0,0,0,1,8.1,tt13660958,8,9216,tvMiniSeries,Exact (title + year),-0.0999999999999996
266,267,Masters of the Universe: Revelation,2021,7+,4.9/10,71/100,1,0,0,0,1,4.9,tt10826054,5.6,29742,tvSeries,Exact (title + year),0.699999999999999
267,268,iCarly,2007,all,6.7/10,71/100,1,0,0,0,1,6.7,tt0972534,6.8,50561,tvSeries,Exact (title + year),0.0999999999999996
268,269,Who Killed Sara?,2021,18+,6.4/10,71/100,1,0,0,0,1,6.4,tt11937816,6.4,17696,tvSeries,Exact (title + year),0
269,270,Sword Art Online,2012,18+,7.6/10,71/100,1,1,0,0,1,7.6,tt2250192,7.5,63990,tvSeries,Exact (title + year),-0.0999999999999996
270,271,Paranormal,2020,7+,8.5/10,71/100,1,0,0,0,1,8.5,tt12411074,7.9,76004,tvSeries,Exact (title + year),-0.6
271,273,Frontier,2016,18+,7.2/10,71/100,1,0,0,0,1,7.2,tt4686698,7.1,26674,tvSeries,Exact (title + year),-0.100000000000001
272,274,The Politician,2019,16+,7.5/10,71/100,1,0,0,0,1,7.5,tt7971476,7.4,26180,tvSeries,Exact (title + year),-0.0999999999999996
273,275,Raising Dion,2019,7+,7.2/10,71/100,1,0,0,0,1,7.2,tt7826108,7.1,18143,tvSeries,Exact (title + year),-0.100000000000001
274,276,Food Wars! Shokugeki no Soma,2015,18+,8.2/10,71/100,1,1,0,0,1,8.2,,,,,Unmatched,
275,277,Crash Landing on You,2019,16+,8.7/10,71/100,1,0,0,0,1,8.7,tt10850932,8.7,60154,tvMiniSeries,Exact (title + year),0
276,278,Seven Seconds,2018,18+,7.7/10,71/100,1,0,0,0,1,7.7,tt6297682,7.7,23191,tvMiniSeries,Exact (title + year),0
277,279,The Great British Bake Off,2010,7+,8.5/10,70/100,1,0,0,0,1,8.5,tt1877368,8.6,15923,tvSeries,Exact (title + original-language year),0.0999999999999996
278,280,Wizards: Tales of Arcadia,2020,7+,8.2/10,70/100,1,0,0,0,1,8.2,,,,,Unmatched,
279,281,Conversations with a Killer: The Ted Bundy Tapes,2019,18+,7.8/10,70/100,1,0,0,0,1,7.8,tt9425132,7.7,35251,tvMiniSeries,Exact (title + year),-0.0999999999999996
280,282,Lenox Hill,2020,"",8.7/10,70/100,1,0,0,0,1,8.7,tt12190580,8.6,3221,tvSeries,Exact (title + year),-0.0999999999999996
281,283,Fate: The Winx Saga,2021,18+,6.9/10,70/100,1,0,0,0,1,6.9,tt8179402,6.8,65062,tvSeries,Exact (title + year),-0.100000000000001
282,284,The Circle,2020,18+,7.3/10,70/100,1,0,1,0,1,7.3,tt9581768,7.2,9363,tvSeries,Exact (title + year),-0.0999999999999996
283,285,Cheer,2020,16+,8.1/10,70/100,1,0,0,0,1,8.1,tt11426660,8,7296,tvSeries,Exact (title + year),-0.0999999999999996
284,286,Hemlock Grove,2013,18+,7.1/10,70/100,1,0,0,0,1,7.1,tt2309295,7,44881,tvSeries,Exact (title + year),-0.0999999999999996
285,287,Transformers: War for Cybertron: Siege,2020,16+,7.4/10,70/100,1,0,0,0,1,7.4,,,,,Unmatched,
286,288,Explained,2018,16+,8.0/10,70/100,1,0,0,0,1,8,tt8005374,8,10405,tvSeries,Exact (title + year),0
287,289,Messiah,2020,18+,7.6/10,70/100,1,0,0,0,1,7.6,tt7671598,7.6,49936,tvSeries,Exact (title + year),0
288,290,Sky Rojo,2021,18+,6.5/10,70/100,1,0,0,0,1,6.5,tt8690776,6.6,12367,tvSeries,Exact (title + year),0.0999999999999996
289,291,Bonding,2019,18+,7.2/10,70/100,1,0,0,0,1,7.2,tt7718088,7.1,18907,tvSeries,"Fuzzy (title exact, year +-1)",-0.100000000000001
290,292,I'm Sorry,2017,7+,8.0/10,70/100,1,0,0,0,1,8,tt5987254,8,6732,tvSeries,Exact (title + year),0
291,293,Katla,2021,18+,7.1/10,70/100,1,0,0,0,1,7.1,tt11102190,7,19587,tvSeries,Exact (title + year),-0.0999999999999996
292,294,It's Okay to Not Be Okay,2020,16+,8.8/10,70/100,1,0,0,0,1,8.8,tt12451520,8.5,46587,tvMiniSeries,Exact (title + year),-0.300000000000001
293,295,Forensic Files,1996,16+,8.8/10,70/100,1,1,1,0,1,8.8,tt0247882,8.8,8262,tvSeries,Exact (title + year),0
294,296,Workin' Moms,2017,18+,7.6/10,70/100,1,0,0,0,1,7.6,tt6143796,7.8,26400,tvSeries,Exact (title + year),0.2
295,297,The Toys That Made Us,2017,16+,8.1/10,70/100,1,0,0,0,1,8.1,tt7053920,7.9,6452,tvSeries,Exact (title + year),-0.199999999999999
296,298,The Devil Next Door,2019,18+,7.6/10,70/100,1,0,0,0,1,7.6,tt11165002,7.5,16335,tvMiniSeries,Exact (title + year),-0.0999999999999996
297,299,Kipo and the Age of Wonderbeasts,2020,7+,8.4/10,70/100,1,0,0,0,1,8.4,tt10482560,8.3,8844,tvSeries,Exact (title + year),-0.0999999999999996
298,300,"Roswell, New Mexico",2019,16+,6.2/10,70/100,1,0,0,0,1,6.2,tt7588054,6.4,15297,tvSeries,Exact (title + year),0.2
299,301,Night Stalker: The Hunt For a Serial Killer,2021,18+,7.5/10,70/100,1,0,0,0,1,7.5,tt13651632,7.5,34142,tvMiniSeries,Exact (title + year),0
300,302,Glitch,2015,16+,7.3/10,70/100,1,0,0,0,1,7.3,tt4192782,7.2,23442,tvSeries,Exact (title + year),-0.0999999999999996
301,303,Great Pretender,2020,18+,8.0/10,69/100,1,0,0,0,1,8,tt11680468,7.8,8419,tvSeries,Exact (title + year),-0.2
302,304,InuYasha,2000,16+,7.9/10,69/100,1,1,0,0,1,7.9,tt0290223,7.9,20071,tvSeries,Exact (title + year),0
303,305,In the Dark,2019,16+,7.5/10,69/100,1,0,0,0,1,7.5,tt7772602,7.5,16819,tvSeries,Exact (title + year),0
304,306,GHOUL,2018,18+,7.1/10,69/100,1,0,0,0,1,7.1,tt5909930,7,16213,tvMiniSeries,Exact (title + year),-0.0999999999999996
305,307,Nailed It!,2018,7+,7.4/10,69/100,1,0,0,0,1,7.4,tt6987788,7.4,5783,tvSeries,Exact (title + year),0
306,308,Voltron: Legendary Defender,2016,7+,8.1/10,69/100,1,0,0,0,1,8.1,tt5580664,8,10978,tvSeries,Exact (title + year),-0.0999999999999996
307,309,Trollhunters: Tales of Arcadia,2016,7+,8.4/10,69/100,1,0,0,0,1,8.4,tt1734135,8.4,22463,tvSeries,Exact (title + year),0
308,310,Sweet Magnolias,2020,16+,7.4/10,69/100,1,0,0,0,1,7.4,tt9077540,7.3,28675,tvSeries,Exact (title + year),-0.100000000000001
309,311,Medici: Masters of Florence,2016,7+,7.9/10,69/100,1,0,0,0,1,7.9,,,,,Unmatched,
310,312,The Innocent,2021,"",7.9/10,69/100,1,0,0,0,1,7.9,tt14815356,6.9,32,tvMiniSeries,Exact (title + original-language year),-1
311,313,Aggretsuko,2018,16+,8.1/10,69/100,1,0,0,0,1,8.1,tt8019444,8,8306,tvSeries,Exact (title + year),-0.0999999999999996
312,314,Jurassic World: Camp Cretaceous,2020,7+,7.5/10,69/100,1,0,0,0,1,7.5,tt10436228,7.5,14164,tvSeries,Exact (title + year),0
313,315,Rake,2010,16+,8.5/10,69/100,1,1,1,0,1,8.5,tt1587000,8.5,9473,tvSeries,Exact (title + year),0
314,316,The Serpent,2021,"",7.6/10,69/100,1,0,0,0,1,7.6,tt7985576,7.6,55061,tvMiniSeries,Exact (title + year),0
315,317,The Gift,2019,18+,7.2/10,69/100,1,1,0,0,1,7.2,tt10956962,6.2,28,tvSeries,Exact (title + original-language year),-1
316,318,Violet Evergarden,2018,16+,8.5/10,69/100,1,0,0,0,1,8.5,tt7078180,8.4,42399,tvMiniSeries,Exact (title + year),-0.0999999999999996
317,319,3Below: Tales of Arcadia,2018,7+,7.7/10,69/100,1,0,0,0,1,7.7,tt7736544,7.6,8544,tvSeries,Exact (title + year),-0.100000000000001
318,320,Jeffrey Epstein: Filthy Rich,2020,18+,7.1/10,69/100,1,0,0,0,1,7.1,tt12312250,7.1,34717,tvMiniSeries,Exact (title + year),0
319,321,Dawson's Creek,1998,7+,6.6/10,69/100,1,1,0,0,1,6.6,tt0118300,6.8,48960,tvSeries,Exact (title + year),0.2
320,322,Private Practice,2007,16+,6.7/10,69/100,1,1,0,0,1,6.7,tt0972412,6.8,31149,tvSeries,Exact (title + year),0.0999999999999996
321,323,Beauty and the Beast,2012,7+,7.0/10,69/100,1,0,0,1,1,7,tt2193041,7,39255,tvSeries,Exact (title + year),0
322,324,Daybreak,2019,18+,6.7/10,69/100,1,0,0,0,1,6.7,tt8755226,6.7,26464,tvSeries,Exact (title + year),0
323,325,Easy,2016,18+,6.9/10,69/100,1,0,0,0,1,6.9,tt5562056,6.9,16276,tvSeries,Exact (title + year),0
324,326,Behind Her Eyes,2021,18+,7.2/10,68/100,1,0,0,0,1,7.2,tt9698442,7.2,95493,tvMiniSeries,Exact (title + year),0
325,327,Collateral,2018,18+,6.8/10,68/100,1,0,0,0,1,6.8,tt6729080,6.8,24290,tvMiniSeries,Exact (title + year),0
326,328,Knightfall,2017,16+,6.8/10,68/100,1,0,0,0,1,6.8,tt4555364,6.8,23424,tvSeries,Exact (title + year),0
327,329,The Confession Killer,2019,16+,7.4/10,68/100,1,0,0,0,1,7.4,tt11307176,7.4,11283,tvMiniSeries,Exact (title + year),0
328,330,Sophie: A Murder In West Cork,2021,18+,6.9/10,68/100,1,0,0,0,1,6.9,tt14681732,6.8,6719,tvMiniSeries,Exact (title + year),-0.100000000000001
329,331,Call My Agent!,2015,16+,8.3/10,68/100,1,0,0,0,1,8.3,tt4277922,8.3,18827,tvSeries,Exact (title + year),0
330,332,My Little Pony: Friendship Is Magic,2010,7+,7.6/10,68/100,1,1,0,0,1,7.6,tt1751105,7.8,26371,tvSeries,Exact (title + year),0.2
331,333,Leah Remini: Scientology and the Aftermath,2016,16+,9.0/10,68/100,1,1,0,0,1,9,tt6244192,8.9,6850,tvSeries,Exact (title + year),-0.0999999999999996
332,334,Containment,2016,16+,7.2/10,68/100,1,0,0,0,1,7.2,tt4421578,7.1,11884,tvSeries,Exact (title + year),-0.100000000000001
333,335,Z Nation,2014,16+,6.7/10,68/100,1,0,0,0,1,6.7,tt3843168,6.7,42259,tvSeries,Exact (title + year),0
334,336,Emily in Paris,2020,18+,7.0/10,68/100,1,0,0,0,1,7,tt8962124,6.8,143877,tvSeries,Exact (title + year),-0.2
335,337,Victorious,2010,7+,6.9/10,68/100,1,0,0,0,1,6.9,tt1604099,7,34896,tvSeries,Exact (title + year),0.0999999999999996
336,338,Scream: The TV Series,2015,16+,7.1/10,68/100,1,0,0,0,1,7.1,tt3921180,7,48619,tvSeries,Exact (title + year),-0.0999999999999996
337,339,Akame ga Kill!,2014,18+,7.8/10,68/100,1,1,0,0,1,7.8,tt3742982,7.7,38748,tvSeries,Exact (title + year),-0.0999999999999996
338,340,Warrior Nun,2020,18+,6.9/10,68/100,1,0,0,0,1,6.9,tt9059350,7,59542,tvSeries,Exact (title + year),0.0999999999999996
339,341,Bad Blood,2017,18+,7.5/10,68/100,1,0,0,0,1,7.5,tt6423364,7.5,11096,tvSeries,Exact (title + year),0
340,342,Young & Hungry,2014,16+,7.4/10,68/100,1,0,0,0,1,7.4,tt2084712,7.3,17717,tvSeries,Exact (title + year),-0.100000000000001
341,343,Caliphate,2020,18+,8.2/10,68/100,1,0,0,0,1,8.2,tt11398870,8.2,24776,tvSeries,Exact (title + year),0
342,344,'Allo 'Allo!,1984,"",8.3/10,68/100,1,0,0,0,1,8.3,,,,,Unmatched,
343,345,Good Witch,2015,7+,7.3/10,68/100,1,0,0,0,1,7.3,tt3906732,7.3,13929,tvSeries,Exact (title + year),0
344,346,Gilmore Girls: A Year in the Life,2016,16+,7.6/10,68/100,1,0,0,0,1,7.6,tt5435008,7.4,50599,tvMiniSeries,Exact (title + year),-0.199999999999999
345,347,Aquarius,2015,16+,7.1/10,68/100,1,0,0,0,1,7.1,tt3768572,7,14175,tvSeries,Exact (title + year),-0.0999999999999996
346,348,Firefly Lane,2021,18+,7.4/10,67/100,1,0,0,0,1,7.4,tt9012876,7.7,40826,tvSeries,Exact (title + year),0.3
347,349,White Gold,2017,18+,7.4/10,67/100,1,0,0,0,1,7.4,tt6010920,7.3,14186,tvSeries,Exact (title + year),-0.100000000000001
348,350,Hyperdrive,2019,7+,8.1/10,67/100,1,0,1,0,1,8.1,tt8911552,7.9,3098,tvSeries,Exact (title + year),-0.199999999999999
349,351,Reply 1988,2015,"",9.1/10,67/100,1,0,0,0,1,9.1,tt5182866,9,19705,tvSeries,Exact (title + year),-0.0999999999999996
350,352,Ninjago: Masters of Spinjitzu,2012,all,7.2/10,67/100,1,0,1,0,1,7.2,,,,,Unmatched,
351,353,Spotless,2015,"",7.8/10,67/100,1,0,0,0,1,7.8,tt3834000,7.7,4205,tvSeries,Exact (title + year),-0.0999999999999996
352,354,Devilman: Crybaby,2018,"",7.6/10,67/100,1,0,0,0,1,7.6,tt6660498,7.6,36678,tvMiniSeries,Exact (title + year),0
353,355,BEASTARS,2019,18+,7.8/10,67/100,1,0,0,0,1,7.8,tt11043632,7.6,16463,tvSeries,Exact (title + year),-0.2
354,356,Kill la Kill,2013,18+,7.9/10,67/100,1,0,0,0,1,7.9,tt3114390,7.8,19746,tvSeries,Exact (title + year),-0.100000000000001
355,357,Down to Earth with Zac Efron,2020,7+,8.1/10,67/100,1,0,0,0,1,8.1,tt12585152,8,8463,tvSeries,Exact (title + year),-0.0999999999999996
356,358,Ancient Aliens,2010,7+,7.2/10,67/100,1,1,1,0,1,7.2,tt1643266,7,13610,tvSeries,"Fuzzy (title exact, year +-1)",-0.2
357,359,Slasher,2016,18+,6.7/10,67/100,1,0,0,0,1,6.7,tt4667888,6.8,19010,tvSeries,Exact (title + year),0.0999999999999996
358,360,Ray,2021,"",7.3/10,67/100,1,0,0,0,1,7.3,tt14160660,7.1,10789,tvSeries,Exact (title + year),-0.2
359,361,Time: The Kalief Browder Story,2017,16+,8.5/10,67/100,1,0,0,0,1,8.5,tt6133034,8.4,3089,tvMiniSeries,Exact (title + year),-0.0999999999999996
360,362,Away,2020,16+,6.6/10,67/100,1,0,0,0,1,6.6,tt8787802,6.6,27200,tvSeries,Exact (title + year),0
361,363,No Tomorrow,2016,7+,7.3/10,67/100,1,0,0,0,1,7.3,tt5595688,7.2,5550,tvSeries,Exact (title + year),-0.0999999999999996
362,364,Locked Up,2015,18+,8.2/10,67/100,1,0,0,0,1,8.2,tt4524056,7.8,30708,tvSeries,Exact (title + year),-0.399999999999999
363,365,The Frankenstein Chronicles,2015,16+,7.3/10,67/100,1,0,0,0,1,7.3,tt4206804,7.2,13100,tvSeries,Exact (title + year),-0.0999999999999996
364,366,The Ranch,2016,16+,7.5/10,67/100,1,0,0,0,1,7.5,tt4998212,7.4,45772,tvSeries,Exact (title + year),-0.0999999999999996
365,367,Cursed,2020,18+,5.9/10,67/100,1,0,0,0,1,5.9,tt8210856,6,35590,tvSeries,Exact (title + year),0.0999999999999996
366,368,Wu Assassins,2019,18+,6.5/10,67/100,1,0,0,0,1,6.5,tt8652642,6.4,15644,tvSeries,Exact (title + year),-0.0999999999999996
367,369,Mr. Sunshine,2018,18+,8.8/10,67/100,1,0,0,0,1,8.8,tt7094780,8.7,14193,tvSeries,Exact (title + year),-0.100000000000001
368,370,The Unicorn,2019,7+,7.2/10,67/100,1,1,0,0,1,7.2,tt10329028,7.2,5075,tvSeries,Exact (title + year),0
