title,year,age,imdb_rating_catalog_2021,rotten_tomatoes,hulu,prime_video,disney_plus,n_platforms,exclusive,imdb_ratecount_2021,hours_viewed_2023,views_2023,available_globally_ever,available_globally_always,release_date_earliest,n_seasons_aggregated,tconst,imdb_title_type,rotten_tomatoes_numeric,log_hours_viewed_2023,log_imdb_ratecount_2021
Women of the Night,2019,18+,6.2,48/100,0,0,0,1,TRUE,724,10300000,700000,TRUE,TRUE,,2,tt7785420,tvSeries,48,16.1476545502872,6.58617165485468
The World's Most Extraordinary Homes,2017,Unknown,7.6,56/100,0,0,0,1,TRUE,3052,100000,,FALSE,FALSE,,1,tt7804132,tvSeries,56,11.5129354649202,8.02387999273488
Raising Dion,2019,7+,7.2,71/100,0,0,0,1,TRUE,9363,71100000,4600000,TRUE,TRUE,2019-10-04,4,tt7826108,tvSeries,71,18.0795979088382,9.1446278286108
My Next Guest Needs No Introduction With David Letterman,2018,18+,7.9,59/100,0,0,0,1,TRUE,4877,6400000,500000,TRUE,TRUE,2018-01-12,8,tt7829834,tvSeries,59,15.6718087045799,8.49249057877587
On My Block,2018,16+,8,75/100,0,0,0,1,TRUE,11669,86900000,8000000,TRUE,TRUE,2018-03-16,8,tt7879820,tvSeries,75,18.2802686017431,9.3647767252806
Dirty Money,2018,16+,8.1,74/100,0,0,0,1,TRUE,8220,7300000,500000,TRUE,TRUE,2018-01-26,4,tt7889220,tvSeries,74,15.8033850431049,9.01444713515213
Record of Grancrest War,2018,18+,7.2,53/100,0,0,0,1,TRUE,641,400000,,FALSE,FALSE,,1,tt7897050,tvSeries,53,12.899222326087,6.46458830368996
Safe,2018,18+,7.3,73/100,1,0,0,2,FALSE,34272,33000000,2800000,TRUE,TRUE,2018-05-10,2,tt7902072,tvMiniSeries,73,17.3120181497338,10.4421131511598
Ugly Delicious,2018,18+,7.8,63/100,0,0,0,1,TRUE,3212,2200000,200000,TRUE,TRUE,2018-02-23,4,tt7907916,tvSeries,63,14.6039683728739,8.07496035911586
72 Dangerous Animals: Latin America,2017,16+,6.6,47/100,0,0,0,1,TRUE,463,19100000,800000,TRUE,TRUE,2017-12-22,2,tt7909708,tvMiniSeries,47,16.7651989453729,6.13988455222626
Unbelievable,2019,18+,8.4,84/100,0,0,0,1,TRUE,79373,55400000,4400000,TRUE,TRUE,2019-09-13,2,tt7909970,tvMiniSeries,84,17.8300901697681,11.2819261376904
My Mister,2018,Unknown,9.1,66/100,0,0,0,1,TRUE,3663,28300000,500000,TRUE,TRUE,,2,tt7923710,tvSeries,66,17.1583723979492,8.20631072579402
Drug Lords,2018,18+,6.8,50/100,0,0,0,1,TRUE,1117,13400000,2100000,TRUE,TRUE,2018-01-19,4,tt7935522,tvSeries,50,16.410765339548,7.01929665371505
Paul Hollywood's Big Continental Road Trip,2017,Unknown,,13/100,0,0,0,1,TRUE,184,700000,100000,TRUE,TRUE,2017-09-29,2,tt7936386,tvSeries,13,13.458837042596,5.22035582507832
Twice Upon a Time,2019,Unknown,6.2,44/100,0,0,0,1,TRUE,750,1000000,200000,TRUE,TRUE,2019-12-19,2,tt7943036,tvMiniSeries,44,13.8155115579638,6.62140565176413
B: The Beginning,2018,18+,7.2,61/100,0,0,0,1,TRUE,4168,5300000,400000,TRUE,TRUE,2018-03-02,2,tt7944664,tvSeries,61,15.4832175672016,8.3354314778808
Nicky Jam: El Ganador,2018,Unknown,7.8,54/100,0,0,0,1,TRUE,998,10600000,500000,TRUE,TRUE,2018-11-30,2,tt7949200,tvSeries,54,16.1763646534219,6.90675477864855
Chambers,2019,16+,6.5,58/100,0,0,0,1,TRUE,7652,15100000,1000000,TRUE,TRUE,2019-04-26,2,tt7949204,tvSeries,58,16.5302053680103,8.94285300680992
The Last Czars,2019,Unknown,7.3,54/100,0,0,0,1,TRUE,6784,8600000,900000,TRUE,TRUE,2019-07-03,2,tt7949606,tvMiniSeries,54,15.9672728775028,8.82246957226897
Edha,2018,18+,4.8,36/100,0,0,0,1,TRUE,588,3000000,300000,TRUE,TRUE,2018-03-16,2,tt7956274,tvMiniSeries,36,14.9141231799657,6.37842618365159
Cleo & Cuquin,2018,7+,8,40/100,0,0,0,1,TRUE,78,45000000,3200000,TRUE,FALSE,,4,tt7956374,tvSeries,40,17.6221730699568,4.36944785246702
MEGALOBOX,2018,16+,7.8,59/100,1,0,0,2,FALSE,2490,200000,,FALSE,FALSE,,1,tt7965802,tvSeries,59,12.2060776455177,7.82043951526218
Rainbow Rangers,2018,all,5.4,44/100,0,0,0,1,TRUE,135,15900000,600000,FALSE,FALSE,,4,tt7967882,tvSeries,44,16.5818297300835,4.91265488573605
The Politician,2019,16+,7.5,71/100,0,0,0,1,TRUE,19214,5600000,400000,TRUE,TRUE,2019-09-27,4,tt7971476,tvSeries,71,15.5382773342768,9.86344650299894
Live,2018,16+,8.4,52/100,0,0,0,1,TRUE,947,3100000,,FALSE,FALSE,2018-03-16,1,tt7976532,tvSeries,52,14.946912992036,6.85435450225502
Numberblocks,2017,all,8.1,45/100,0,0,0,1,TRUE,120,48800000,13400000,FALSE,FALSE,,12,tt7978538,tvSeries,45,17.7032408913152,4.79579054559674
Sword Art Online Alternative: Gun Gale Online,2018,16+,6.9,52/100,1,0,0,2,FALSE,1779,800000,100000,FALSE,FALSE,,2,tt7978710,tvSeries,52,13.5923682566493,7.48436864328613
Rapture,2018,18+,7.2,51/100,0,0,0,1,TRUE,497,200000,,TRUE,TRUE,2018-03-30,1,tt7981052,tvMiniSeries,51,12.2060776455177,6.21060007702465
The Serpent,2021,Unknown,7.6,69/100,0,0,0,1,TRUE,30398,19000000,1300000,TRUE,TRUE,2021-04-02,2,tt7985576,tvMiniSeries,69,16.7599495897623,10.3221649921164
Always a Witch,2019,16+,6.2,55/100,0,0,0,1,TRUE,2140,18800000,1400000,TRUE,TRUE,2019-02-01,4,tt8001250,tvSeries,55,16.7493674809917,7.66902828858968
Prince of Peoria,2018,all,5.9,45/100,0,0,0,1,TRUE,363,8600000,1200000,TRUE,TRUE,2018-11-16,4,tt8001718,tvSeries,45,15.9672728775028,5.89715386763674
Girls from Ipanema,2019,16+,7.9,59/100,0,0,0,1,TRUE,3001,2700000,200000,TRUE,TRUE,2019-03-22,4,tt8001788,tvSeries,59,14.8087627013449,8.00703401219341
Flint Town,2018,18+,7.9,64/100,0,0,0,1,TRUE,3337,5400000,300000,TRUE,TRUE,2018-03-02,2,tt8004578,tvSeries,64,15.5019096967197,8.11312710422178
Selection Day,2018,16+,7.4,55/100,0,0,0,1,TRUE,1955,1400000,100000,TRUE,TRUE,2018-12-28,2,tt8004628,tvSeries,55,14.1519835088709,7.57865685059476
Explained,2018,16+,8,70/100,0,0,0,1,TRUE,7243,10100000,700000,TRUE,TRUE,2018-05-23,6,tt8005374,tvSeries,70,16.1280460808214,8.88792881900331
Huge in France,2019,16+,6.8,53/100,0,0,0,1,TRUE,2446,900000,100000,TRUE,TRUE,2019-04-12,2,tt8009602,tvSeries,53,13.7101511534169,7.80261806344267
Twelve Forever,2019,7+,6.7,44/100,0,0,0,1,TRUE,492,6400000,500000,TRUE,TRUE,2019-07-29,2,tt8009622,tvSeries,44,15.6718087045799,6.20050917404269
Pablo,2017,Unknown,7.6,37/100,0,0,0,1,TRUE,40,300000,,FALSE,FALSE,,1,tt8016478,tvSeries,37,12.6115410869661,3.71357206670431
Aggretsuko,2018,16+,8.1,69/100,0,0,0,1,TRUE,5082,15800000,1300000,TRUE,FALSE,2018-04-20,10,tt8019444,tvSeries,69,16.5755205612883,8.5336569174469
The Innocents,2018,Unknown,6.3,63/100,0,0,0,1,TRUE,5351,4500000,400000,TRUE,TRUE,2018-08-24,2,tt8021824,tvSeries,63,15.3195881769627,8.58522560180806
Power Rangers Beast Morphers,2019,7+,6.8,45/100,0,0,0,1,TRUE,439,24300000,1300000,FALSE,FALSE,,4,tt8022978,tvSeries,45,17.005986949463,6.08677472691231
Tijuana,2019,16+,7.1,39/100,0,0,0,1,TRUE,289,1400000,100000,TRUE,TRUE,2019-04-05,2,tt8027624,tvSeries,39,14.1519835088709,5.66988092298052
The Alcàsser Murders,2019,18+,7.1,50/100,0,0,0,1,TRUE,1749,2800000,300000,TRUE,TRUE,2019-06-14,2,tt8033244,tvMiniSeries,50,14.8451303322882,7.46737106691756
Tuca & Bertie,2019,18+,7.4,72/100,0,0,0,1,TRUE,5358,1900000,200000,TRUE,TRUE,2019-05-03,2,tt8036272,tvSeries,72,14.4573649704523,8.58653266949485
Immortals,2018,7+,5.3,55/100,0,0,0,1,TRUE,2672,4400000,300000,FALSE,FALSE,2019-03-08,2,tt8063174,tvSeries,55,15.2971153261612,7.89095671613892
Dead to Me,2019,18+,8,82/100,0,0,0,1,TRUE,60069,110000000,7100000,TRUE,TRUE,2019-05-03,6,tt8064302,tvSeries,82,18.5159909328476,11.0032658278442
Bard of Blood,2019,18+,6.9,63/100,0,0,0,1,TRUE,9245,6000000,700000,TRUE,TRUE,2019-09-27,2,tt8069036,tvSeries,63,15.607270193859,9.13194630454817
Something in the Rain,2018,7+,8.1,57/100,0,0,0,1,TRUE,4153,30400000,700000,TRUE,TRUE,2018-04-13,2,tt8078816,tvSeries,57,17.2299531992712,8.33182700443606
Legacies,2018,16+,7.4,74/100,0,0,0,1,TRUE,21526,51700000,2200000,FALSE,FALSE,,8,tt8103070,tvSeries,74,17.760968358821,9.97706324019445
Wild District,2018,18+,8.3,56/100,0,0,0,1,TRUE,1690,14900000,900000,FALSE,FALSE,2018-10-19,4,tt8105958,tvMiniSeries,56,16.5168718380298,7.43307534889858
Carole & Tuesday,2019,7+,7.9,66/100,0,0,0,1,TRUE,1646,1800000,200000,TRUE,FALSE,2019-04-09,4,tt8107988,tvSeries,66,14.4032977784218,7.40671073017764
Tidying Up with Marie Kondo,2019,7+,6.6,61/100,0,0,0,1,TRUE,3142,3900000,300000,TRUE,TRUE,2019-01-01,2,tt8115560,tvSeries,61,15.1764873675101,8.05293303679757
Chico Bon Bon: Monkey with a Tool Belt,2020,all,6.3,39/100,0,0,0,1,TRUE,98,19100000,4400000,TRUE,TRUE,2020-05-08,8,tt8115688,tvSeries,39,16.7651989453729,4.59511985013459
Go! Go! Cory Carson,2020,all,8.1,43/100,0,0,0,1,TRUE,170,48000000,14800000,TRUE,TRUE,2020-01-04,12,tt8115702,tvSeries,43,17.6867115897055,5.14166355650266
Norm Macdonald Has a Show,2018,Unknown,8.7,61/100,0,0,0,1,TRUE,2968,800000,100000,TRUE,TRUE,2018-09-14,2,tt8139862,tvSeries,61,13.5923682566493,7.99598047476376
Baby Ballroom,2017,Unknown,7.8,39/100,0,0,0,1,TRUE,162,1200000,,TRUE,TRUE,2018-01-31,2,tt8159960,tvSeries,39,13.9978329480912,5.09375020080676
Hymn of Death,2018,18+,7.5,50/100,0,0,0,1,TRUE,780,1900000,400000,FALSE,FALSE,2018-11-27,2,tt8160064,tvMiniSeries,50,14.4573649704523,6.66057514983969
Lunatics,2019,18+,6.6,49/100,0,0,0,1,TRUE,2842,2500000,200000,TRUE,TRUE,2019-04-19,2,tt8164794,tvMiniSeries,49,14.7318016898383,7.952615111651
Sintonia,2019,18+,6.8,47/100,0,0,0,1,TRUE,819,129000000,19900000,TRUE,TRUE,2019-08-09,7,tt8165086,tvSeries,47,18.6753229700779,6.7093043402583
The Chalet,2018,18+,7,67/100,0,0,0,1,TRUE,6215,300000,100000,FALSE,FALSE,2018-04-17,1,tt8168678,tvSeries,67,12.6115410869661,8.73488189204748
Empire Games,2018,7+,5.7,38/100,0,0,0,1,TRUE,265,3100000,200000,FALSE,FALSE,2018-10-05,2,tt8171234,tvSeries,38,14.946912992036,5.5834963087817
Fate: The Winx Saga,2021,18+,6.9,70/100,0,0,0,1,TRUE,29210,93700000,6900000,TRUE,TRUE,2021-01-22,4,tt8179402,tvSeries,70,18.355608757881,10.2823006296469
November 13: Attack on Paris,2018,18+,8.3,63/100,0,0,0,1,TRUE,2511,2800000,400000,TRUE,TRUE,2018-06-01,2,tt8194716,tvMiniSeries,63,14.8451303322882,7.82883452758809
100 Days My Prince,2018,16+,7.7,55/100,0,0,0,1,TRUE,1240,21800000,500000,FALSE,FALSE,,2,tt8199972,tvSeries,55,16.8974205736309,7.12367278520461
Diagnosis,2019,18+,7.7,60/100,0,0,0,1,TRUE,940,6600000,500000,TRUE,TRUE,2019-08-16,2,tt8201618,tvMiniSeries,60,15.7025803585118,6.84694313958538
Cursed,2020,18+,5.9,67/100,0,0,0,1,TRUE,25201,41500000,2100000,TRUE,TRUE,2020-07-17,2,tt8210856,tvSeries,67,17.5412040092973,10.1346786354296
When Heroes Fly,2018,7+,7.2,55/100,0,0,0,1,TRUE,2595,8900000,500000,TRUE,TRUE,2019-01-10,2,tt8220344,tvSeries,55,16.0015619470619,7.86172707782398
Paradise PD,2018,18+,6.9,60/100,0,0,0,1,TRUE,15391,65600000,5900000,TRUE,TRUE,2018-08-31,8,tt8235236,tvSeries,60,17.9990862691582,9.64160317290549
Memories of the Alhambra,2018,16+,7.8,60/100,0,0,0,1,TRUE,4176,10400000,300000,TRUE,TRUE,2018-12-01,2,tt8236556,tvSeries,60,16.1573164602654,8.33734856449718
Life,2018,Unknown,7.6,46/100,0,0,0,1,TRUE,496,7100000,100000,FALSE,FALSE,2018-08-04,2,tt8243158,tvSeries,46,15.7756054828566,6.20859002609663
Better Than Us,2018,Unknown,7.4,72/100,0,0,0,1,TRUE,7274,46400000,1400000,TRUE,TRUE,2019-08-16,2,tt8285216,tvSeries,72,17.6528100387482,8.89219909203969
Formula 1: Drive to Survive,2019,16+,8.6,74/100,0,0,0,1,TRUE,25100,175400000,6200000,TRUE,TRUE,2019-03-08,10,tt8289930,tvSeries,74,18.9825796436036,10.1306629649637
The Order,2019,18+,6.8,74/100,0,0,0,1,TRUE,22846,65100000,4000000,TRUE,TRUE,2019-03-07,4,tt8295472,tvSeries,74,17.9914351225398,10.0365750966745
Fastest Car,2018,Unknown,7.2,48/100,0,0,0,1,TRUE,1172,6900000,500000,TRUE,TRUE,2018-04-06,4,tt8295694,tvSeries,48,15.747032114495,7.06731984865348
I Am a Killer,2018,18+,7.4,58/100,0,0,0,1,TRUE,3429,60600000,3300000,TRUE,FALSE,2018-08-03,8,tt8300324,tvSeries,58,17.9198054675412,8.14031554015999
Turn Up Charlie,2019,Unknown,7.1,57/100,0,0,0,1,TRUE,6636,7500000,800000,TRUE,TRUE,2019-03-15,2,tt8304498,tvSeries,57,15.8304137118399,8.80041533314592
Fast & Furious Spy Racers,2019,7+,5.5,62/100,0,0,0,1,TRUE,1073,6000000,800000,TRUE,TRUE,2019-12-26,2,tt8322592,tvSeries,62,15.607270193859,6.97914527506881
Busted!,2018,16+,7.7,53/100,0,0,0,1,TRUE,721,8300000,300000,TRUE,TRUE,2018-05-04,6,tt8328460,tvSeries,53,15.9317661932487,6.58202513889283
The Casketeers,2018,16+,7.5,41/100,0,0,0,1,TRUE,399,100000,,FALSE,FALSE,2019-06-21,1,tt8365054,tvSeries,41,11.5129354649202,5.99146454710798
Interior Design Masters,2019,Unknown,6.5,49/100,0,0,0,1,TRUE,1102,6000000,500000,TRUE,FALSE,2019-10-18,3,tt8367694,tvSeries,49,15.607270193859,7.0057890192535
Another Life,2019,18+,5,60/100,0,0,0,1,TRUE,25559,33200000,2000000,TRUE,TRUE,2019-07-25,4,tt8369840,tvSeries,60,17.3180604640072,10.1487839084915
Surviving R. Kelly,2019,18+,7.5,64/100,0,0,0,1,TRUE,4242,2600000,100000,FALSE,FALSE,,2,tt8385496,tvSeries,64,14.771022387607,8.35302584520233
The House of Flowers,2018,18+,7.6,61/100,0,0,0,1,TRUE,6984,15600000,1200000,TRUE,TRUE,2018-08-10,6,tt8387348,tvSeries,61,16.5627815363223,8.85152027169106
After Life,2019,18+,8.4,81/100,0,0,0,1,TRUE,90221,34200000,4600000,TRUE,TRUE,2019-03-08,6,tt8398600,tvSeries,81,17.3477362312726,11.4100285787504
Mr. Iglesias,2019,16+,7.1,59/100,0,0,0,1,TRUE,5822,24600000,2800000,TRUE,TRUE,2019-06-21,6,tt8403536,tvSeries,59,17.018257041553,8.66957087183712
Mortel,2019,18+,6.6,60/100,0,0,0,1,TRUE,906,4600000,400000,TRUE,TRUE,2019-11-21,4,tt8403570,tvSeries,60,15.3415670788506,6.81014245011514
Luna Nera,2020,18+,5.6,52/100,0,0,0,1,TRUE,2447,11300000,1100000,TRUE,TRUE,2020-01-31,2,tt8403622,tvSeries,52,16.2403133721781,7.80302664363222
The English Game,2020,Unknown,7.6,58/100,0,0,0,1,TRUE,12508,9500000,1100000,TRUE,TRUE,2020-03-20,2,tt8403664,tvMiniSeries,58,16.0668024618339,9.43420366421474
AJ and the Queen,2020,Unknown,7.5,61/100,0,0,0,1,TRUE,6931,18800000,800000,TRUE,TRUE,2020-01-10,2,tt8404094,tvSeries,61,16.7493674809917,8.8439036508355
Ares,2020,18+,5.6,52/100,0,0,0,1,TRUE,3901,2200000,300000,TRUE,TRUE,2020-01-17,2,tt8404520,tvSeries,52,14.6039683728739,8.26924452118306
The Last Dance,2020,16+,9.1,86/100,0,0,0,1,TRUE,90090,46600000,2000000,FALSE,FALSE,2020-04-20,2,tt8420184,tvMiniSeries,86,17.6571111205551,11.408575549595
Manifest,2018,16+,7.2,81/100,1,0,0,2,FALSE,25640,891600000,26000000,TRUE,FALSE,2021-06-10,8,tt8421350,tvSeries,81,20.6085281605976,10.1519479118341
Cabins in the Wild with Dick Strawbridge,2017,7+,6.8,38/100,0,0,0,1,TRUE,229,100000,,FALSE,FALSE,,1,tt8422396,tvMiniSeries,38,11.5129354649202,5.4380793089232
Magic for Humans,2018,16+,7.2,56/100,0,0,0,1,TRUE,3053,10400000,1500000,TRUE,TRUE,2018-08-17,6,tt8425308,tvSeries,56,16.1573164602654,8.02420748577858
A Love So Beautiful,2017,Unknown,8.1,53/100,0,0,0,1,TRUE,1113,41400000,2000000,TRUE,TRUE,2020-12-28,2,tt8434720,tvSeries,53,17.5387914629501,7.01571242048723
The Inmate,2018,Unknown,7,54/100,0,0,0,1,TRUE,2263,44400000,1900000,FALSE,FALSE,2018-12-07,2,tt8452308,tvSeries,54,17.608750049925,7.72488843932307
Robozuna,2018,7+,6.3,30/100,0,0,0,1,TRUE,72,4000000,500000,TRUE,TRUE,2018-10-25,4,tt8454808,tvSeries,30,15.2018051690841,4.29045944114839
Northern Rescue,2019,16+,7.1,57/100,0,0,0,1,TRUE,3656,24500000,1600000,TRUE,TRUE,2019-03-01,2,tt8462412,tvSeries,57,17.0141837163313,8.20439841814938
Drug Squad: Costa del Sol,2019,Unknown,6.8,43/100,0,0,0,1,TRUE,465,4000000,100000,FALSE,FALSE,2019-10-25,2,tt8476166,tvSeries,43,15.2018051690841,6.14418563412565
Rea(l)ove,2018,Unknown,6.7,40/100,0,0,0,1,TRUE,146,1400000,100000,FALSE,FALSE,,2,tt8477194,tvSeries,40,14.1519835088709,4.99043258677874
Familiar Wife,2018,Unknown,7.6,48/100,0,0,0,1,TRUE,623,13000000,200000,TRUE,TRUE,,2,tt8487786,tvSeries,48,16.3804599923489,6.43615036836943
Million Pound Menu,2018,Unknown,6.7,53/100,0,0,0,1,TRUE,485,8900000,600000,TRUE,TRUE,2018-08-10,4,tt8488494,tvSeries,53,16.0015619470619,6.18620862390049
Victim Number 8,2018,Unknown,7,47/100,0,0,0,1,TRUE,1699,10700000,800000,FALSE,FALSE,2019-08-16,2,tt8500086,tvSeries,47,16.1857543928901,7.43838353004431
On Children,2018,Unknown,7.5,43/100,0,0,0,1,TRUE,330,200000,,FALSE,FALSE,2018-07-07,1,tt8507402,tvMiniSeries,43,12.2060776455177,5.80211837537706
Dolly Parton's Heartstrings,2019,16+,7.6,57/100,0,0,0,1,TRUE,1869,3800000,200000,TRUE,TRUE,2019-11-22,2,tt8509922,tvSeries,57,15.1505118878545,7.53369370984863
If I Hadn't Met You,2018,Unknown,7.7,51/100,0,0,0,1,TRUE,1861,6400000,300000,TRUE,TRUE,2019-03-15,2,tt8517780,tvSeries,51,15.6718087045799,7.52940645783701
Vagabond,2019,Unknown,8.3,62/100,0,0,0,1,TRUE,4929,41200000,1200000,TRUE,TRUE,2019-09-20,2,tt8523042,tvSeries,62,17.5339488385916,8.50309426703674
"Crazy, Lovely, Cool",2018,Unknown,7.8,33/100,0,0,0,1,TRUE,22,300000,,FALSE,FALSE,,1,tt8528314,tvSeries,33,12.6115410869661,3.13549421592915
Cricket Fever: Mumbai Indians,2019,Unknown,7.3,44/100,0,0,0,1,TRUE,629,200000,,TRUE,TRUE,2019-03-01,1,tt8531592,tvMiniSeries,44,12.2060776455177,6.44571981938558
Ad Vitam,2018,7+,6.5,50/100,0,0,0,1,TRUE,1373,100000,,FALSE,FALSE,,1,tt8548830,tvSeries,50,11.5129354649202,7.22548147278229
Follow This,2018,18+,4.9,42/100,0,0,0,1,TRUE,661,300000,,TRUE,TRUE,2018-08-23,3,tt8560884,tvSeries,42,12.6115410869661,6.49526555593701
The Queen of Flow,2018,18+,7.8,53/100,0,0,0,1,TRUE,666,241100000,1800000,FALSE,FALSE,2018-11-09,4,tt8560918,tvSeries,53,19.3007223472991,6.50279004591562
Sirius the Jaeger,2018,16+,6.8,54/100,0,0,0,1,TRUE,1493,4900000,500000,TRUE,FALSE,2018-07-19,2,tt8565136,tvSeries,54,15.4047459671625,7.30921236569276
Hache,2019,18+,6.5,49/100,0,0,0,1,TRUE,1308,8800000,800000,TRUE,TRUE,2019-11-01,4,tt8575476,tvSeries,49,15.9902623930848,7.1770187659099
Treehouse Detectives,2018,Unknown,7.1,31/100,0,0,0,1,TRUE,50,4700000,500000,TRUE,TRUE,2018-06-08,4,tt8591984,tvSeries,31,15.3630732794462,3.93182563272433
Falsa Identidad,2018,16+,7.1,54/100,0,0,0,1,TRUE,236,24100000,,FALSE,FALSE,,2,tt8598690,tvSeries,54,16.9977224399547,5.46806014113513
13 Reasons Why: Beyond the Reasons,2017,18+,6.4,42/100,0,0,0,1,TRUE,253,400000,500000,TRUE,TRUE,2017-03-31,4,tt8615966,tvSeries,42,12.899222326087,5.53733426701854
Love and Fortune,2018,Unknown,7,46/100,0,0,0,1,TRUE,435,1500000,100000,TRUE,TRUE,,2,tt8649316,tvSeries,46,14.2209763327389,6.07764224334903
Wu Assassins,2019,18+,6.5,67/100,0,0,0,1,TRUE,10374,28700000,1800000,TRUE,TRUE,2019-08-08,2,tt8652642,tvSeries,67,17.1724077155731,9.2471543450989
Monarca,2019,18+,7.9,56/100,0,0,0,1,TRUE,2705,24500000,1800000,TRUE,TRUE,2019-09-13,4,tt8655736,tvSeries,56,17.0141837163313,7.90322680873073
Freud,2020,18+,6.5,54/100,0,0,0,1,TRUE,10399,13900000,1000000,FALSE,FALSE,2020-03-23,2,tt8667956,tvSeries,54,16.4473994700434,9.24956108512946
Polly Pocket,2018,7+,6.8,45/100,0,0,0,1,TRUE,77,21500000,1400000,FALSE,FALSE,,4,tt8673042,tvSeries,45,16.8835635396095,4.35670882668959
Sugar Rush,2018,7+,7,51/100,0,0,0,1,TRUE,1265,9400000,700000,TRUE,TRUE,2018-07-13,4,tt8680560,tvSeries,51,16.0562203536232,7.14361760270412
The Unsettling,2019,Unknown,5.3,47/100,0,0,0,1,TRUE,566,100000,,FALSE,FALSE,,1,tt8680902,tvSeries,47,11.5129354649202,6.34035930372775
The Comedy Lineup,2018,18+,5.9,40/100,0,0,0,1,TRUE,396,700000,100000,TRUE,TRUE,2018-07-03,3,tt8687584,tvSeries,40,13.458837042596,5.98393628068719
The Dragon Prince,2018,7+,8.4,77/100,0,0,0,1,TRUE,18007,63600000,10700000,TRUE,TRUE,2018-09-14,9,tt8688814,tvSeries,77,17.9681240440336,9.79857138258657
The Baby-Sitters Club,2020,7+,7.4,66/100,0,1,0,2,FALSE,2467,56000000,6200000,TRUE,TRUE,2020-07-03,4,tt8690518,tvSeries,66,17.8408622665566,7.81116338502528
Sky Rojo,2021,18+,6.5,70/100,0,0,0,1,TRUE,6124,125800000,3500000,TRUE,TRUE,2021-03-19,6,tt8690776,tvSeries,70,18.6502039101797,8.72013403541293
Meteor Garden,2018,16+,8.1,63/100,0,0,0,1,TRUE,3087,45200000,600000,FALSE,FALSE,2018-07-13,2,tt8690890,tvSeries,63,17.6266076669264,8.03527891114467
Toy Boy,2019,18+,6.4,57/100,0,0,0,1,TRUE,5614,46600000,1900000,FALSE,FALSE,2020-02-28,4,tt8693266,tvSeries,57,17.6571111205551,8.63319686717254
Ultraman,2019,16+,6.9,54/100,0,0,0,1,TRUE,1647,17900000,800000,TRUE,FALSE,2019-04-01,6,tt8699270,tvSeries,54,16.7003113266769,7.40731771046942
Narcos: Mexico,2018,18+,8.4,82/100,0,0,0,1,TRUE,63771,128300000,5800000,TRUE,TRUE,2018-11-16,6,tt8714904,tvSeries,82,18.6698818373801,11.0630695015273
Dark Tourist,2018,18+,7.5,65/100,0,0,0,1,TRUE,6360,5200000,300000,TRUE,TRUE,2018-07-20,2,tt8725166,tvSeries,65,15.4641693758593,8.7579408766788
Bridgerton,2020,Unknown,7.3,79/100,0,0,0,1,TRUE,80578,387600000,14100000,TRUE,TRUE,2020-12-25,4,tt8740790,tvSeries,79,19.7754844405609,11.296993348641
The Letter for the King,2020,7+,5.9,60/100,0,0,0,1,TRUE,6499,17000000,1100000,TRUE,TRUE,2020-03-20,2,tt8741648,tvSeries,60,16.648723960844,8.77955745588373
Amazing Interiors,2018,all,6.7,45/100,0,0,0,1,TRUE,707,4700000,300000,TRUE,TRUE,2018-07-20,2,tt8747342,tvSeries,45,15.3630732794462,6.56244409369372
Switched,2018,16+,7.1,53/100,0,0,0,1,TRUE,1174,2700000,300000,TRUE,TRUE,2018-08-01,2,tt8747882,tvMiniSeries,53,14.8087627013449,7.06902342657826
Arthdal Chronicles,2019,Unknown,8.4,57/100,0,0,0,1,TRUE,3086,25000000,600000,TRUE,TRUE,2019-06-01,2,tt8750956,tvSeries,57,17.0343864228325,8.03495502450216
Daybreak,2019,18+,6.7,69/100,0,0,0,1,TRUE,16486,21000000,1100000,TRUE,TRUE,2019-10-24,2,tt8755226,tvSeries,69,16.8600330433067,9.71032747056118
Smoking,2018,18+,7.5,45/100,0,0,0,1,TRUE,383,1900000,200000,TRUE,TRUE,,2,tt8758778,tvSeries,45,14.4573649704523,5.95064255258773
Nailed It! Holiday!,2018,Unknown,7.7,49/100,0,0,0,1,TRUE,919,8500000,1600000,TRUE,TRUE,2018-12-07,4,tt8760264,tvSeries,49,15.9555768391076,6.82437367004309
Self Made: Inspired by the Life of Madam C.J. Walker,2020,18+,7.3,65/100,0,0,0,1,TRUE,9952,19000000,2300000,TRUE,TRUE,2020-03-20,2,tt8771910,tvMiniSeries,65,16.7599495897623,9.20562929224606
Salt Fat Acid Heat,2018,Unknown,7.7,60/100,0,0,0,1,TRUE,2078,2200000,400000,TRUE,TRUE,2018-10-11,2,tt8772088,tvMiniSeries,60,14.6039683728739,7.63964228785801
The Curious Creations of Christine McConnell,2018,7+,7.8,62/100,0,0,0,1,TRUE,2192,700000,200000,TRUE,TRUE,2018-10-12,2,tt8773080,tvSeries,62,13.458837042596,7.69302574841789
Stay Here,2018,7+,7.5,50/100,0,0,0,1,TRUE,986,2400000,300000,TRUE,TRUE,2018-08-17,2,tt8773338,tvSeries,50,14.6909797119848,6.89467003943348
The Society,2019,18+,7.1,73/100,0,0,0,1,TRUE,22041,24500000,1100000,TRUE,TRUE,2019-05-10,2,tt8778064,tvSeries,73,17.0141837163313,10.0007050032515
Restaurants on the Edge,2020,16+,6.8,47/100,0,0,0,1,TRUE,848,3600000,300000,TRUE,FALSE,2020-02-28,4,tt8784324,tvSeries,47,15.0964446812041,6.74405918631135
